[2023.08.31 09:30:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693445401260 <= 1693445401512, execute later
[2023.08.31 14:08:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:08:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461617070 <= 1693462092803, execute later
[2023.08.31 14:08:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461620124 <= 1693462095778, execute later
[2023.08.31 14:08:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460883240 <= 1693462101836, execute later
[2023.08.31 14:08:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460888690 <= 1693462116868, execute later
[2023.08.31 14:08:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461638077 <= 1693462122798, execute later
[2023.08.31 14:08:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461644083 <= 1693462131819, execute later
[2023.08.31 14:09:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:09:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461656062 <= 1693462146784, execute later
[2023.08.31 14:09:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461659086 <= 1693462149784, execute later
[2023.08.31 14:09:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461665130 <= 1693462158769, execute later
[2023.08.31 14:09:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460910600 <= 1693462161770, execute later
[2023.08.31 14:09:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461671098 <= 1693462164771, execute later
[2023.08.31 14:09:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461680109 <= 1693462173766, execute later
[2023.08.31 14:09:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460922960 <= 1693462185762, execute later
[2023.08.31 14:09:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461686119 <= 1693462185762, execute later
[2023.08.31 14:09:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461689207 <= 1693462191819, execute later
[2023.08.31 14:10:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:10:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461698148 <= 1693462209849, execute later
[2023.08.31 14:10:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460945140 <= 1693462233856, execute later
[2023.08.31 14:10:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461725113 <= 1693462245772, execute later
[2023.08.31 14:11:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:11:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461740058 <= 1693462263843, execute later
[2023.08.31 14:11:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460960120 <= 1693462266766, execute later
[2023.08.31 14:11:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460964310 <= 1693462269850, execute later
[2023.08.31 14:11:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461752083 <= 1693462278861, execute later
[2023.08.31 14:11:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461755059 <= 1693462281767, execute later
[2023.08.31 14:12:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461782121 <= 1693462317801, execute later
[2023.08.31 14:12:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:12:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461785058 <= 1693462320754, execute later
[2023.08.31 14:12:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461788086 <= 1693462326772, execute later
[2023.08.31 14:12:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461794082 <= 1693462332832, execute later
[2023.08.31 14:12:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461803059 <= 1693462341753, execute later
[2023.08.31 14:12:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461806061 <= 1693462344770, execute later
[2023.08.31 14:12:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461812059 <= 1693462350770, execute later
[2023.08.31 14:12:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461815078 <= 1693462353765, execute later
[2023.08.31 14:12:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461839063 <= 1693462377771, execute later
[2023.08.31 14:13:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:13:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461022510 <= 1693462389757, execute later
[2023.08.31 14:13:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461848071 <= 1693462389757, execute later
[2023.08.31 14:13:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461851082 <= 1693462392825, execute later
[2023.08.31 14:13:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461024350 <= 1693462392825, execute later
[2023.08.31 14:13:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461854055 <= 1693462395804, execute later
[2023.08.31 14:13:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461857058 <= 1693462401765, execute later
[2023.08.31 14:13:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461860065 <= 1693462404773, execute later
[2023.08.31 14:13:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461030050 <= 1693462407753, execute later
[2023.08.31 14:13:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461033150 <= 1693462410823, execute later
[2023.08.31 14:13:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461866166 <= 1693462413780, execute later
[2023.08.31 14:13:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461869059 <= 1693462416765, execute later
[2023.08.31 14:13:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461872060 <= 1693462422791, execute later
[2023.08.31 14:13:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461037960 <= 1693462422791, execute later
[2023.08.31 14:13:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461041210 <= 1693462428778, execute later
[2023.08.31 14:13:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461043770 <= 1693462434825, execute later
[2023.08.31 14:14:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:14:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461884065 <= 1693462443804, execute later
[2023.08.31 14:14:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461887058 <= 1693462449764, execute later
[2023.08.31 14:14:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461050510 <= 1693462452828, execute later
[2023.08.31 14:14:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461890055 <= 1693462452828, execute later
[2023.08.31 14:14:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461896059 <= 1693462461768, execute later
[2023.08.31 14:14:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461905091 <= 1693462476764, execute later
[2023.08.31 14:14:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461908054 <= 1693462479833, execute later
[2023.08.31 14:14:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461070500 <= 1693462485750, execute later
[2023.08.31 14:15:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:15:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461926093 <= 1693462503785, execute later
[2023.08.31 14:15:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461929061 <= 1693462506784, execute later
[2023.08.31 14:15:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461078190 <= 1693462509769, execute later
[2023.08.31 14:15:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461938061 <= 1693462518793, execute later
[2023.08.31 14:15:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461947050 <= 1693462527779, execute later
[2023.08.31 14:15:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461950055 <= 1693462530765, execute later
[2023.08.31 14:15:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461087320 <= 1693462533760, execute later
[2023.08.31 14:15:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461956049 <= 1693462536822, execute later
[2023.08.31 14:15:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461094500 <= 1693462536822, execute later
[2023.08.31 14:15:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461971049 <= 1693462557787, execute later
[2023.08.31 14:16:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:16:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461108680 <= 1693462569835, execute later
[2023.08.31 14:16:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461114960 <= 1693462578787, execute later
[2023.08.31 14:16:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461992061 <= 1693462584758, execute later
[2023.08.31 14:16:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461117650 <= 1693462587857, execute later
[2023.08.31 14:16:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461124510 <= 1693462593822, execute later
[2023.08.31 14:16:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462001076 <= 1693462596743, execute later
[2023.08.31 14:16:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461131580 <= 1693462605750, execute later
[2023.08.31 14:17:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:17:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462031076 <= 1693462635755, execute later
[2023.08.31 14:17:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461155020 <= 1693462644757, execute later
[2023.08.31 14:17:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461155220 <= 1693462647760, execute later
[2023.08.31 14:17:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462040049 <= 1693462650781, execute later
[2023.08.31 14:17:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462043093 <= 1693462653807, execute later
[2023.08.31 14:17:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462049146 <= 1693462662756, execute later
[2023.08.31 14:17:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462058073 <= 1693462674762, execute later
[2023.08.31 14:17:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461174600 <= 1693462674762, execute later
[2023.08.31 14:18:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:18:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462061062 <= 1693462677741, execute later
[2023.08.31 14:18:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461177610 <= 1693462680756, execute later
[2023.08.31 14:18:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462064043 <= 1693462683769, execute later
[2023.08.31 14:18:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461181520 <= 1693462683769, execute later
[2023.08.31 14:18:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462067044 <= 1693462689774, execute later
[2023.08.31 14:18:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461181720 <= 1693462692831, execute later
[2023.08.31 14:18:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462079092 <= 1693462701756, execute later
[2023.08.31 14:18:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462091131 <= 1693462713746, execute later
[2023.08.31 14:18:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461192800 <= 1693462719740, execute later
[2023.08.31 14:18:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462097054 <= 1693462719740, execute later
[2023.08.31 14:18:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462115056 <= 1693462737750, execute later
[2023.08.31 14:19:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462118141 <= 1693462737750, execute later
[2023.08.31 14:19:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:19:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461208100 <= 1693462743747, execute later
[2023.08.31 14:19:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461208300 <= 1693462749758, execute later
[2023.08.31 14:19:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462136062 <= 1693462761737, execute later
[2023.08.31 14:19:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461217600 <= 1693462764816, execute later
[2023.08.31 14:19:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462145041 <= 1693462773759, execute later
[2023.08.31 14:20:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:20:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461234520 <= 1693462800749, execute later
[2023.08.31 14:20:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462166042 <= 1693462803801, execute later
[2023.08.31 14:20:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461247450 <= 1693462806750, execute later
[2023.08.31 14:20:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462184075 <= 1693462821742, execute later
[2023.08.31 14:20:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462193091 <= 1693462830737, execute later
[2023.08.31 14:20:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461253410 <= 1693462830737, execute later
[2023.08.31 14:20:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462196039 <= 1693462833747, execute later
[2023.08.31 14:20:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462199106 <= 1693462836738, execute later
[2023.08.31 14:20:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461259380 <= 1693462836738, execute later
[2023.08.31 14:20:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462205179 <= 1693462842832, execute later
[2023.08.31 14:20:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461259580 <= 1693462845787, execute later
[2023.08.31 14:20:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461264880 <= 1693462848770, execute later
[2023.08.31 14:21:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:21:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461267380 <= 1693462860742, execute later
[2023.08.31 14:21:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461274160 <= 1693462866779, execute later
[2023.08.31 14:21:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462229037 <= 1693462872739, execute later
[2023.08.31 14:21:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462235122 <= 1693462881758, execute later
[2023.08.31 14:21:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462238051 <= 1693462884790, execute later
[2023.08.31 14:21:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461276640 <= 1693462896732, execute later
[2023.08.31 14:21:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462253036 <= 1693462902750, execute later
[2023.08.31 14:21:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461276640 <= 1693462902750, execute later
[2023.08.31 14:21:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461289580 <= 1693462911735, execute later
[2023.08.31 14:22:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:22:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461296430 <= 1693462929738, execute later
[2023.08.31 14:22:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462286086 <= 1693462947802, execute later
[2023.08.31 14:22:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462295079 <= 1693462959741, execute later
[2023.08.31 14:22:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462307117 <= 1693462977731, execute later
[2023.08.31 14:23:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:23:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462316040 <= 1693462986735, execute later
[2023.08.31 14:23:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462319078 <= 1693462992733, execute later
[2023.08.31 14:23:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462331087 <= 1693463016726, execute later
[2023.08.31 14:23:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461334510 <= 1693463019739, execute later
[2023.08.31 14:23:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461336100 <= 1693463025818, execute later
[2023.08.31 14:24:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:24:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461344020 <= 1693463043737, execute later
[2023.08.31 14:24:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462355032 <= 1693463046736, execute later
[2023.08.31 14:24:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462358030 <= 1693463052795, execute later
[2023.08.31 14:24:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462364033 <= 1693463058765, execute later
[2023.08.31 14:24:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462370042 <= 1693463064741, execute later
[2023.08.31 14:24:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462382051 <= 1693463076729, execute later
[2023.08.31 14:24:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462397069 <= 1693463091753, execute later
[2023.08.31 14:25:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:25:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462409028 <= 1693463103722, execute later
[2023.08.31 14:25:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462415053 <= 1693463109772, execute later
[2023.08.31 14:25:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461374490 <= 1693463112727, execute later
[2023.08.31 14:25:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462418030 <= 1693463112727, execute later
[2023.08.31 14:25:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461379440 <= 1693463118731, execute later
[2023.08.31 14:25:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462436091 <= 1693463130733, execute later
[2023.08.31 14:25:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462442027 <= 1693463139755, execute later
[2023.08.31 14:25:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461385910 <= 1693463139755, execute later
[2023.08.31 14:25:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462445080 <= 1693463142819, execute later
[2023.08.31 14:25:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462454107 <= 1693463151765, execute later
[2023.08.31 14:26:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:26:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462463041 <= 1693463160724, execute later
[2023.08.31 14:26:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462466032 <= 1693463163750, execute later
[2023.08.31 14:26:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462472027 <= 1693463166737, execute later
[2023.08.31 14:26:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461398230 <= 1693463169768, execute later
[2023.08.31 14:26:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462478034 <= 1693463172775, execute later
[2023.08.31 14:26:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462481107 <= 1693463175796, execute later
[2023.08.31 14:26:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461403130 <= 1693463178729, execute later
[2023.08.31 14:26:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462484036 <= 1693463178729, execute later
[2023.08.31 14:26:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461406130 <= 1693463184725, execute later
[2023.08.31 14:27:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:27:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462529055 <= 1693463235722, execute later
[2023.08.31 14:27:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461432770 <= 1693463256736, execute later
[2023.08.31 14:27:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462559052 <= 1693463265794, execute later
[2023.08.31 14:27:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462565041 <= 1693463271717, execute later
[2023.08.31 14:28:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:28:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462571108 <= 1693463280749, execute later
[2023.08.31 14:28:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461447820 <= 1693463283751, execute later
[2023.08.31 14:28:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462580158 <= 1693463292804, execute later
[2023.08.31 14:28:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462586029 <= 1693463301721, execute later
[2023.08.31 14:28:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461459010 <= 1693463307718, execute later
[2023.08.31 14:28:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461461220 <= 1693463313724, execute later
[2023.08.31 14:28:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461466040 <= 1693463322750, execute later
[2023.08.31 14:28:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461472190 <= 1693463337797, execute later
[2023.08.31 14:29:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:29:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462610071 <= 1693463343756, execute later
[2023.08.31 14:29:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462625104 <= 1693463361710, execute later
[2023.08.31 14:29:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461489230 <= 1693463379719, execute later
[2023.08.31 14:29:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462640068 <= 1693463385720, execute later
[2023.08.31 14:30:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:30:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461496360 <= 1693463397723, execute later
[2023.08.31 14:30:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462658115 <= 1693463418726, execute later
[2023.08.31 14:30:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462661033 <= 1693463424726, execute later
[2023.08.31 14:30:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462670078 <= 1693463439769, execute later
[2023.08.31 14:30:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462676217 <= 1693463451718, execute later
[2023.08.31 14:30:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462679015 <= 1693463457756, execute later
[2023.08.31 14:30:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461515940 <= 1693463457756, execute later
[2023.08.31 14:31:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:31:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461523190 <= 1693463466766, execute later
[2023.08.31 14:31:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461526310 <= 1693463472788, execute later
[2023.08.31 14:31:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461528500 <= 1693463478783, execute later
[2023.08.31 14:31:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461531920 <= 1693463487718, execute later
[2023.08.31 14:31:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462709016 <= 1693463502788, execute later
[2023.08.31 14:31:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461541450 <= 1693463505704, execute later
[2023.08.31 14:32:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:32:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462730047 <= 1693463532724, execute later
[2023.08.31 14:32:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461553610 <= 1693463550722, execute later
[2023.08.31 14:32:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461567940 <= 1693463574713, execute later
[2023.08.31 14:33:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:33:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462766086 <= 1693463583700, execute later
[2023.08.31 14:33:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462772016 <= 1693463595756, execute later
[2023.08.31 14:33:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461577050 <= 1693463595756, execute later
[2023.08.31 14:33:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461581020 <= 1693463607711, execute later
[2023.08.31 14:33:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462787015 <= 1693463613702, execute later
[2023.08.31 14:33:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461589610 <= 1693463616702, execute later
[2023.08.31 14:33:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461598400 <= 1693463625755, execute later
